"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"27849","LEWISTON WOODVILLE, NC","H",2774,"H",23815,"H",105384,22,"LEWISTON WOODVILLE","NC","BERTIE"
"27850","LITTLETON, NC","G",825,"G",6823,"G",28825,145,"LITTLETON","NC","HALIFAX"
"27851","LUCAMA, NC","H",157,"H",1154,"G",5076,46,"LUCAMA","NC","WILSON"
"27852","MACCLESFIELD, NC","G",118,"H",1213,"H",5231,32,"MACCLESFIELD","NC","EDGECOMBE"
"27853","MARGARETTSVILLE, NC","J",46,"J",503,"J",2129,5,"MARGARETTSVILLE","NC","NORTHAMPTON"
"27855","MURFREESBORO, NC","H",1090,"H",8314,"H",33151,91,"MURFREESBORO","NC","HERTFORD"
"27856","NASHVILLE, NC","G",3238,"G",32790,"G",129014,259,"NASHVILLE","NC","NASH"
"27857","OAK CITY, NC","H",38,"H",140,"G",798,10,"OAK CITY","NC","MARTIN"
"27858","GREENVILLE, NC","G",16428,"G",137423,"G",561022,1394,"GREENVILLE","NC","PITT"
"27860","PANTEGO, NC","H",402,"G",4565,"G",19110,51,"PANTEGO","NC","BEAUFORT"
"27862","PENDLETON, NC","J",14,"J",97,"J",449,10,"PENDLETON","NC","NORTHAMPTON"
"27863","PIKEVILLE, NC","G",772,"G",6395,"G",27233,105,"PIKEVILLE","NC","WAYNE"
"27864","PINETOPS, NC","H",761,"H",11666,"H",48899,68,"PINETOPS","NC","EDGECOMBE"
"27865","PINETOWN, NC","H",243,"H",2364,"H",9489,31,"PINETOWN","NC","BEAUFORT"
"27866","PLEASANT HILL, NC","H",389,"H",6650,"H",25955,7,"PLEASANT HILL","NC","NORTHAMPTON"
"27867","POTECASI, NC","J",44,"H",250,"H",1081,5,"POTECASI","NC","NORTHAMPTON"
"27868","RED OAK, NC","G",68,"G",508,"G",1898,9,"RED OAK","NC","NASH"
"27869","RICH SQUARE, NC","H",333,"H",2365,"H",9855,36,"RICH SQUARE","NC","NORTHAMPTON"
"27870","ROANOKE RAPIDS, NC","G",7803,"G",80611,"G",322673,589,"ROANOKE RAPIDS","NC","HALIFAX"
"27871","ROBERSONVILLE, NC","H",300,"H",1812,"H",8134,50,"ROBERSONVILLE","NC","MARTIN"
"27872","ROXOBEL, NC","J",10,"G",93,"G",330,6,"ROXOBEL","NC","BERTIE"
"27873","SARATOGA, NC","G",26,"G",278,"H",902,6,"SARATOGA","NC","WILSON"
"27874","SCOTLAND NECK, NC","H",1168,"G",12871,"H",54720,69,"SCOTLAND NECK","NC","HALIFAX"
"27876","SEABOARD, NC","J",209,"J",2954,"J",12190,17,"SEABOARD","NC","NORTHAMPTON"
"27877","SEVERN, NC","J",749,"J",9136,"J",46620,6,"SEVERN","NC","NORTHAMPTON"
"27878","SHARPSBURG, NC","G",171,"H",1316,"H",5533,23,"SHARPSBURG","NC","NASH"
"27879","SIMPSON, NC","H",178,"H",2624,"H",6245,14,"SIMPSON","NC","PITT"
"27880","SIMS, NC","G",344,"G",4105,"G",18373,49,"SIMS","NC","WILSON"
"27882","SPRING HOPE, NC","H",994,"H",11940,"H",43564,114,"SPRING HOPE","NC","NASH"
"27883","STANTONSBURG, NC","H",281,"H",3354,"H",13376,34,"STANTONSBURG","NC","WILSON"
"27884","STOKES, NC","H",110,"G",707,"H",3314,24,"STOKES","NC","PITT"
"27885","SWANQUARTER, NC","G",92,"G",595,"H",3678,21,"SWANQUARTER","NC","HYDE"
"27886","TARBORO, NC","G",6112,"H",61819,"H",265899,360,"TARBORO","NC","EDGECOMBE"
"27888","WALSTONBURG, NC","H",193,"G",1406,"G",6361,16,"WALSTONBURG","NC","GREENE"
"27889","WASHINGTON, NC","G",10290,"G",103025,"G",424512,789,"WASHINGTON","NC","BEAUFORT"
"27890","WELDON, NC","H",851,"H",9475,"H",37754,54,"WELDON","NC","HALIFAX"
"27891","WHITAKERS, NC","J",3108,"J",49543,"J",172836,40,"WHITAKERS","NC","NASH"
"27892","WILLIAMSTON, NC","G",3582,"G",30002,"G",122094,323,"WILLIAMSTON","NC","MARTIN"
"27893","WILSON, NC","G",22696,"G",301993,"G",1200808,988,"WILSON","NC","WILSON"
"27894","WILSON, NC","H",1360,"H",28976,"H",96215,38,"WILSON","NC","WILSON"
"27895","WILSON, NC","J",737,"J",10680,"J",38189,20,"WILSON","NC","WILSON"
"27896","WILSON, NC","G",5898,"G",52346,"G",221272,528,"WILSON","NC","WILSON"
"27897","WOODLAND, NC","J",39,"H",345,"H",1390,14,"WOODLAND","NC","NORTHAMPTON"
"27906","ELIZABETH CITY, NC","H",173,"J",1916,"H",7967,20,"ELIZABETH CITY","NC","PASQUOTANK"
"27907","ELIZABETH CITY, NC","G",29,"H",270,"H",1266,6,"ELIZABETH CITY","NC","PASQUOTANK"
"27909","ELIZABETH CITY, NC","G",11085,"G",117968,"G",493727,910,"ELIZABETH CITY","NC","PASQUOTANK"
"27910","AHOSKIE, NC","G",4285,"H",45546,"H",183591,300,"AHOSKIE","NC","HERTFORD"
"27915","AVON, NC","G",427,"G",3498,"G",20872,64,"AVON","NC","DARE"
"27916","AYDLETT, NC","G",5,"H",70,"G",493,7,"AYDLETT","NC","CURRITUCK"
"27917","BARCO, NC","G",290,"G",3036,"G",12341,34,"BARCO","NC","CURRITUCK"
"27919","BELVIDERE, NC","J",35,"H",219,"H",1076,9,"BELVIDERE","NC","PERQUIMANS"
"27920","BUXTON, NC","H",414,"G",4176,"G",18801,89,"BUXTON","NC","DARE"
"27921","CAMDEN, NC","G",370,"G",3123,"G",12921,76,"CAMDEN","NC","CAMDEN"
"27922","COFIELD, NC","H",913,"H",34373,"H",101519,27,"COFIELD","NC","HERTFORD"
"27923","COINJOCK, NC","G",152,"G",985,"G",3643,19,"COINJOCK","NC","CURRITUCK"
"27924","COLERAIN, NC","G",177,"G",1296,"G",5359,28,"COLERAIN","NC","BERTIE"
"27925","COLUMBIA, NC","G",521,"G",3227,"H",15769,67,"COLUMBIA","NC","TYRRELL"
"27926","CORAPEAKE, NC","J",50,"G",348,"G",1380,14,"CORAPEAKE","NC","GATES"
"27927","COROLLA, NC","G",1018,"G",9780,"G",55912,176,"COROLLA","NC","CURRITUCK"
"27928","CRESWELL, NC","J",158,"J",1549,"J",5778,28,"CRESWELL","NC","WASHINGTON"
"27929","CURRITUCK, NC","H",261,"H",2573,"H",13443,28,"CURRITUCK","NC","CURRITUCK"
"27932","EDENTON, NC","G",3972,"G",42016,"G",185026,347,"EDENTON","NC","CHOWAN"
"27935","EURE, NC","H",55,"G",323,"G",1241,12,"EURE","NC","GATES"
"27936","FRISCO, NC","J",146,"G",966,"G",6063,35,"FRISCO","NC","DARE"
"27937","GATES, NC","J",394,"J",4914,"J",21738,18,"GATES","NC","GATES"
"27938","GATESVILLE, NC","J",505,"J",6697,"J",27321,39,"GATESVILLE","NC","GATES"
"27939","GRANDY, NC","H",481,"G",3146,"G",14144,56,"GRANDY","NC","CURRITUCK"
"27941","HARBINGER, NC","G",288,"G",2598,"G",12400,38,"HARBINGER","NC","CURRITUCK"
"27943","HATTERAS, NC","H",209,"G",1701,"H",11592,63,"HATTERAS","NC","DARE"
"27944","HERTFORD, NC","G",1402,"G",12799,"G",51339,169,"HERTFORD","NC","PERQUIMANS"
"27946","HOBBSVILLE, NC","G",89,"H",1137,"H",4512,11,"HOBBSVILLE","NC","GATES"
"27947","JARVISBURG, NC","G",196,"G",2076,"G",8812,30,"JARVISBURG","NC","CURRITUCK"
"27948","KILL DEVIL HILLS, NC","G",4041,"G",34373,"G",163658,486,"KILL DEVIL HILLS","NC","DARE"
"27949","KITTY HAWK, NC","G",4717,"G",48141,"G",229232,576,"KITTY HAWK","NC","DARE"
"27950","KNOTTS ISLAND, NC","G",60,"H",400,"G",1784,19,"KNOTTS ISLAND","NC","CURRITUCK"
"27953","MANNS HARBOR, NC","G",92,"H",900,"G",3944,18,"MANNS HARBOR","NC","DARE"
"27954","MANTEO, NC","G",1512,"G",14184,"G",65046,244,"MANTEO","NC","DARE"
"27956","MAPLE, NC","G",32,"G",223,"G",1062,4,"MAPLE","NC","CURRITUCK"
"27957","MERRY HILL, NC","H",340,"H",4048,"H",16892,26,"MERRY HILL","NC","BERTIE"
"27958","MOYOCK, NC","H",1711,"H",16398,"H",65307,209,"MOYOCK","NC","CURRITUCK"
"27959","NAGS HEAD, NC","G",3528,"G",32277,"G",160551,368,"NAGS HEAD","NC","DARE"
"27960","OCRACOKE, NC","H",364,"H",2745,"H",17583,74,"OCRACOKE","NC","HYDE"
"27962","PLYMOUTH, NC","H",2163,"H",25400,"H",106732,163,"PLYMOUTH","NC","WASHINGTON"
"27964","POINT HARBOR, NC","H",288,"H",4222,"H",15342,46,"POINT HARBOR","NC","CURRITUCK"
"27965","POPLAR BRANCH, NC","J",34,"H",424,"H",1915,11,"POPLAR BRANCH","NC","CURRITUCK"
"27966","POWELLS POINT, NC","G",454,"G",4881,"G",24654,70,"POWELLS POINT","NC","CURRITUCK"
"27967","POWELLSVILLE, NC","H",30,"G",165,"G",597,5,"POWELLSVILLE","NC","BERTIE"
"27968","RODANTHE, NC","G",163,"H",919,"H",6907,27,"RODANTHE","NC","DARE"
"27970","ROPER, NC","H",214,"H",2398,"H",9916,30,"ROPER","NC","WASHINGTON"
"27972","SALVO, NC","H",102,"H",1199,"H",7879,15,"SALVO","NC","DARE"
"27973","SHAWBORO, NC","G",70,"H",792,"H",3135,20,"SHAWBORO","NC","CURRITUCK"
"27974","SHILOH, NC","J",48,"J",431,"H",2083,14,"SHILOH","NC","CAMDEN"
"27976","SOUTH MILLS, NC","J",119,"J",1612,"H",6379,30,"SOUTH MILLS","NC","CAMDEN"
"27978","STUMPY POINT, NC","H",28,"G",371,"G",1783,5,"STUMPY POINT","NC","DARE"
"27979","SUNBURY, NC","H",149,"H",1610,"H",7612,29,"SUNBURY","NC","GATES"
"27980","TYNER, NC","G",58,"H",587,"H",2159,22,"TYNER","NC","CHOWAN"
"27981","WANCHESE, NC","H",666,"G",7862,"G",33565,68,"WANCHESE","NC","DARE"
"27982","WAVES, NC","J",114,"J",1085,"H",6412,18,"WAVES","NC","DARE"
"27983","WINDSOR, NC","H",1474,"H",12698,"H",52512,154,"WINDSOR","NC","BERTIE"
"27985","WINFALL, NC","J",11,"J",109,"J",437,4,"WINFALL","NC","PERQUIMANS"
"27986","WINTON, NC","G",400,"G",4571,"G",22624,23,"WINTON","NC","HERTFORD"
"28001","ALBEMARLE, NC","G",8947,"G",93064,"G",377206,741,"ALBEMARLE","NC","STANLY"
"28002","ALBEMARLE, NC","G",237,"G",1807,"G",8426,18,"ALBEMARLE","NC","STANLY"
"28006","ALEXIS, NC","G",89,"H",1014,"H",4274,17,"ALEXIS","NC","GASTON"
"28007","ANSONVILLE, NC","J",223,"J",3582,"J",14355,6,"ANSONVILLE","NC","ANSON"
"28009","BADIN, NC","G",45,"G",379,"H",1781,10,"BADIN","NC","STANLY"
"28010","BARIUM SPRINGS, NC","H",133,"J",1977,"J",8202,4,"BARIUM SPRINGS","NC","IREDELL"
"28012","BELMONT, NC","G",9046,"G",105972,"G",432932,662,"BELMONT","NC","GASTON"
"28016","BESSEMER CITY, NC","G",2561,"G",36825,"G",134532,158,"BESSEMER CITY","NC","GASTON"
"28017","BOILING SPRINGS, NC","H",900,"H",9837,"H",41977,37,"BOILING SPRINGS","NC","CLEVELAND"
"28018","BOSTIC, NC","G",447,"G",3273,"G",12608,67,"BOSTIC","NC","RUTHERFORD"
"28020","CASAR, NC","J",67,"H",554,"H",2340,26,"CASAR","NC","CLEVELAND"
"28021","CHERRYVILLE, NC","H",3061,"H",42888,"H",130764,232,"CHERRYVILLE","NC","GASTON"
"28023","CHINA GROVE, NC","G",2313,"H",21409,"H",92944,267,"CHINA GROVE","NC","ROWAN"
"28024","CLIFFSIDE, NC","J",65,"J",563,"J",2376,8,"CLIFFSIDE","NC","RUTHERFORD"
"28025","CONCORD, NC","G",18916,"H",267788,"H",1107835,1374,"CONCORD","NC","CABARRUS"
"28026","CONCORD, NC","G",206,"H",2432,"H",10561,22,"CONCORD","NC","CABARRUS"
"28027","CONCORD, NC","G",36444,"G",398713,"G",1573471,2020,"CONCORD","NC","CABARRUS"
"28031","CORNELIUS, NC","G",12432,"G",156912,"G",641801,1373,"CORNELIUS","NC","MECKLENBURG"
"28032","CRAMERTON, NC","G",603,"G",4443,"G",19485,52,"CRAMERTON","NC","GASTON"
"28033","CROUSE, NC","G",365,"G",4727,"G",20536,32,"CROUSE","NC","LINCOLN"
"28034","DALLAS, NC","G",3047,"G",31058,"G",133565,279,"DALLAS","NC","GASTON"
"28035","DAVIDSON, NC","G",15,"J",153,"H",316,6,"DAVIDSON","NC","MECKLENBURG"
"28036","DAVIDSON, NC","H",7969,"H",157281,"H",583762,558,"DAVIDSON","NC","MECKLENBURG"
"28037","DENVER, NC","G",8726,"G",91193,"G",385637,936,"DENVER","NC","LINCOLN"
"28038","EARL, NC","G",10,"H",47,"H",182,3,"EARL","NC","CLEVELAND"
"28039","EAST SPENCER, NC","G",120,"G",1678,"G",5472,6,"EAST SPENCER","NC","ROWAN"
"28040","ELLENBORO, NC","H",299,"H",3200,"H",13247,68,"ELLENBORO","NC","RUTHERFORD"
"28041","FAITH, NC","H",169,"H",1221,"H",5536,13,"FAITH","NC","ROWAN"
"28042","FALLSTON, NC","H",95,"G",626,"G",2701,19,"FALLSTON","NC","CLEVELAND"
"28043","FOREST CITY, NC","G",7997,"G",76233,"G",307936,506,"FOREST CITY","NC","RUTHERFORD"
"28052","GASTONIA, NC","G",14681,"G",167948,"G",716889,737,"GASTONIA","NC","GASTON"
"28053","GASTONIA, NC","H",307,"H",3505,"H",14297,21,"GASTONIA","NC","GASTON"
"28054","GASTONIA, NC","G",20820,"H",272544,"H",1109524,1113,"GASTONIA","NC","GASTON"
"28055","GASTONIA, NC","G",14,"J",146,"J",570,6,"GASTONIA","NC","GASTON"
"28056","GASTONIA, NC","G",6992,"G",68222,"G",267184,614,"GASTONIA","NC","GASTON"
"28070","HUNTERSVILLE, NC","H",210,"G",2509,"H",10256,28,"HUNTERSVILLE","NC","MECKLENBURG"
"28071","GOLD HILL, NC","G",472,"H",5817,"H",27018,43,"GOLD HILL","NC","ROWAN"
"28072","GRANITE QUARRY, NC","H",294,"H",3394,"H",12591,29,"GRANITE QUARRY","NC","ROWAN"
"28073","GROVER, NC","G",676,"G",8250,"G",35068,58,"GROVER","NC","CLEVELAND"
"28075","HARRISBURG, NC","G",6125,"G",72706,"G",302615,491,"HARRISBURG","NC","CABARRUS"
"28076","HENRIETTA, NC","H",72,"J",375,"J",1845,7,"HENRIETTA","NC","RUTHERFORD"
"28077","HIGH SHOALS, NC","J",37,"J",418,"J",1733,7,"HIGH SHOALS","NC","GASTON"
"28078","HUNTERSVILLE, NC","G",30594,"G",443006,"G",1728751,2015,"HUNTERSVILLE","NC","MECKLENBURG"
"28079","INDIAN TRAIL, NC","G",12778,"G",158489,"G",678656,1055,"INDIAN TRAIL","NC","UNION"
"28080","IRON STATION, NC","J",1007,"J",13035,"J",56150,111,"IRON STATION","NC","LINCOLN"
"28081","KANNAPOLIS, NC","G",4994,"H",48388,"H",209151,420,"KANNAPOLIS","NC","CABARRUS"
"28082","KANNAPOLIS, NC","H",109,"J",1503,"J",6514,14,"KANNAPOLIS","NC","CABARRUS"
"28083","KANNAPOLIS, NC","G",5651,"G",50289,"G",201520,524,"KANNAPOLIS","NC","CABARRUS"
"28086","KINGS MOUNTAIN, NC","G",9892,"G",115599,"G",471353,516,"KINGS MOUNTAIN","NC","CLEVELAND"
"28088","LANDIS, NC","G",553,"G",6752,"G",28197,54,"LANDIS","NC","ROWAN"
"28089","LATTIMORE, NC","J",104,"J",387,"J",1455,4,"LATTIMORE","NC","CLEVELAND"
"28090","LAWNDALE, NC","H",273,"H",1788,"H",7540,82,"LAWNDALE","NC","CLEVELAND"
"28091","LILESVILLE, NC","H",419,"H",5132,"H",21011,20,"LILESVILLE","NC","ANSON"
"28092","LINCOLNTON, NC","G",11903,"G",138554,"G",563098,812,"LINCOLNTON","NC","LINCOLN"
"28093","LINCOLNTON, NC","G",151,"H",1045,"G",3970,22,"LINCOLNTON","NC","LINCOLN"
"28097","LOCUST, NC","G",2104,"G",21495,"G",82727,227,"LOCUST","NC","STANLY"
"28098","LOWELL, NC","G",854,"H",9013,"H",43233,76,"LOWELL","NC","GASTON"
"28101","MC ADENVILLE, NC","H",120,"G",1169,"G",4586,22,"MC ADENVILLE","NC","GASTON"
"28103","MARSHVILLE, NC","G",3603,"G",38689,"G",154396,218,"MARSHVILLE","NC","UNION"
"28104","MATTHEWS, NC","G",6787,"G",85770,"G",359422,912,"MATTHEWS","NC","UNION"
"28105","MATTHEWS, NC","G",21636,"G",284125,"G",1090902,1589,"MATTHEWS","NC","MECKLENBURG"
"28106","MATTHEWS, NC","G",172,"G",1819,"G",6909,22,"MATTHEWS","NC","MECKLENBURG"
"28107","MIDLAND, NC","G",1738,"G",22739,"G",97526,229,"MIDLAND","NC","CABARRUS"
"28108","MINERAL SPRINGS, NC","J",201,"H",2404,"H",9330,17,"MINERAL SPRINGS","NC","UNION"
"28109","MISENHEIMER, NC","J",354,"J",3620,"J",14777,8,"MISENHEIMER","NC","STANLY"
"28110","MONROE, NC","G",22849,"G",343321,"G",1327131,1509,"MONROE","NC","UNION"
"28111","MONROE, NC","G",4116,"G",74655,"G",237797,25,"MONROE","NC","UNION"
"28112","MONROE, NC","G",5865,"H",80402,"H",337597,569,"MONROE","NC","UNION"
"28114","MOORESBORO, NC","G",972,"G",17760,"G",66008,71,"MOORESBORO","NC","CLEVELAND"
"28115","MOORESVILLE, NC","G",13378,"G",174285,"G",734398,1073,"MOORESVILLE","NC","IREDELL"
"28117","MOORESVILLE, NC","G",31650,"H",615507,"H",2629784,2087,"MOORESVILLE","NC","IREDELL"
"28119","MORVEN, NC","J",91,"J",767,"J",2967,12,"MORVEN","NC","ANSON"
"28120","MOUNT HOLLY, NC","H",5963,"H",71469,"H",346858,388,"MOUNT HOLLY","NC","GASTON"
"28123","MOUNT MOURNE, NC","J",16,"H",96,"G",388,3,"MOUNT MOURNE","NC","IREDELL"
"28124","MOUNT PLEASANT, NC","G",979,"G",8427,"G",36409,163,"MOUNT PLEASANT","NC","CABARRUS"
"28125","MOUNT ULLA, NC","G",344,"G",3690,"G",15824,53,"MOUNT ULLA","NC","ROWAN"
"28126","NEWELL, NC","J",11,"J",100,"J",251,3,"NEWELL","NC","MECKLENBURG"
"28127","NEW LONDON, NC","G",1670,"G",20030,"G",86603,93,"NEW LONDON","NC","STANLY"
"28128","NORWOOD, NC","H",2283,"G",18856,"H",78279,131,"NORWOOD","NC","STANLY"
"28129","OAKBORO, NC","H",1081,"H",11688,"H",52590,112,"OAKBORO","NC","STANLY"
"28130","PAW CREEK, NC","H",134,"H",2759,"H",8623,11,"PAW CREEK","NC","MECKLENBURG"
"28133","PEACHLAND, NC","G",326,"G",4001,"G",17426,39,"PEACHLAND","NC","ANSON"
"28134","PINEVILLE, NC","G",12291,"G",151732,"G",632297,728,"PINEVILLE","NC","MECKLENBURG"
"28135","POLKTON, NC","H",597,"H",6710,"H",28148,60,"POLKTON","NC","ANSON"
"28136","POLKVILLE, NC","H",40,"H",184,"H",710,6,"POLKVILLE","NC","CLEVELAND"
"28137","RICHFIELD, NC","G",1048,"G",11259,"G",52216,74,"RICHFIELD","NC","STANLY"
"28138","ROCKWELL, NC","G",2193,"G",21379,"G",92058,188,"ROCKWELL","NC","ROWAN"
"28139","RUTHERFORDTON, NC","G",4410,"G",50487,"G",204742,364,"RUTHERFORDTON","NC","RUTHERFORD"
"28144","SALISBURY, NC","H",16426,"H",254460,"H",999986,793,"SALISBURY","NC","ROWAN"
"28145","SALISBURY, NC","G",1006,"H",13314,"H",50752,35,"SALISBURY","NC","ROWAN"
"28146","SALISBURY, NC","G",6580,"G",75177,"G",297247,437,"SALISBURY","NC","ROWAN"
"28147","SALISBURY, NC","H",11364,"H",237459,"H",890095,506,"SALISBURY","NC","ROWAN"
"28150","SHELBY, NC","G",13234,"G",174887,"G",694305,747,"SHELBY","NC","CLEVELAND"
"28151","SHELBY, NC","J",337,"J",3350,"J",13228,17,"SHELBY","NC","CLEVELAND"
"28152","SHELBY, NC","G",6858,"G",63161,"G",257219,519,"SHELBY","NC","CLEVELAND"
"28159","SPENCER, NC","H",508,"H",3695,"H",15611,50,"SPENCER","NC","ROWAN"
"28160","SPINDALE, NC","H",1866,"G",17374,"G",74156,124,"SPINDALE","NC","RUTHERFORD"
"28163","STANFIELD, NC","H",717,"H",8711,"H",35664,92,"STANFIELD","NC","STANLY"
"28164","STANLEY, NC","H",3109,"H",40861,"H",175670,288,"STANLEY","NC","GASTON"
"28166","TROUTMAN, NC","G",3861,"G",40132,"G",166609,276,"TROUTMAN","NC","IREDELL"
"28167","UNION MILLS, NC","H",45,"H",301,"H",1261,16,"UNION MILLS","NC","RUTHERFORD"
"28168","VALE, NC","G",621,"H",5499,"H",21696,119,"VALE","NC","LINCOLN"
"28169","WACO, NC","J",27,"J",147,"J",630,6,"WACO","NC","CLEVELAND"
"28170","WADESBORO, NC","G",2710,"G",24270,"G",98358,248,"WADESBORO","NC","ANSON"
"28173","WAXHAW, NC","G",7222,"G",70230,"G",303578,1288,"WAXHAW","NC","UNION"
"28174","WINGATE, NC","H",2119,"H",14729,"H",60678,110,"WINGATE","NC","UNION"
"28201","CHARLOTTE, NC","G",116,"H",3855,"G",13509,17,"CHARLOTTE","NC","MECKLENBURG"
"28202","CHARLOTTE, NC","G",65673,"H",3467436,"H",9502393,1476,"CHARLOTTE","NC","MECKLENBURG"
"28203","CHARLOTTE, NC","H",35664,"H",831477,"H",3155501,1557,"CHARLOTTE","NC","MECKLENBURG"
"28204","CHARLOTTE, NC","H",18668,"H",297477,"H",1180767,844,"CHARLOTTE","NC","MECKLENBURG"
"28205","CHARLOTTE, NC","G",13424,"G",158929,"G",647026,1539,"CHARLOTTE","NC","MECKLENBURG"
"28206","CHARLOTTE, NC","G",16344,"H",293870,"H",1118207,759,"CHARLOTTE","NC","MECKLENBURG"
"28207","CHARLOTTE, NC","H",8937,"H",174413,"H",709385,504,"CHARLOTTE","NC","MECKLENBURG"
"28208","CHARLOTTE, NC","G",48001,"G",915194,"G",3838963,1464,"CHARLOTTE","NC","MECKLENBURG"
"28209","CHARLOTTE, NC","G",16612,"G",564619,"G",1665901,1088,"CHARLOTTE","NC","MECKLENBURG"
"28210","CHARLOTTE, NC","G",23499,"H",757604,"G",2289711,1371,"CHARLOTTE","NC","MECKLENBURG"
"28211","CHARLOTTE, NC","G",21286,"H",570396,"G",1967088,1434,"CHARLOTTE","NC","MECKLENBURG"
"28212","CHARLOTTE, NC","G",6758,"G",119639,"H",422819,631,"CHARLOTTE","NC","MECKLENBURG"
"28213","CHARLOTTE, NC","G",10328,"G",149225,"G",537199,796,"CHARLOTTE","NC","MECKLENBURG"
"28214","CHARLOTTE, NC","H",15327,"G",265533,"G",1009632,653,"CHARLOTTE","NC","MECKLENBURG"
"28215","CHARLOTTE, NC","G",6067,"G",58445,"G",250434,728,"CHARLOTTE","NC","MECKLENBURG"
"28216","CHARLOTTE, NC","G",18468,"G",223075,"G",867160,1199,"CHARLOTTE","NC","MECKLENBURG"
"28217","CHARLOTTE, NC","H",60725,"H",935675,"H",3605182,2119,"CHARLOTTE","NC","MECKLENBURG"
"28218","CHARLOTTE, NC","G",90,"G",1260,"H",3140,6,"CHARLOTTE","NC","MECKLENBURG"
"28219","CHARLOTTE, NC","H",2601,"J",27862,"H",78208,17,"CHARLOTTE","NC","MECKLENBURG"
"28220","CHARLOTTE, NC","H",95,"H",1988,"H",8161,10,"CHARLOTTE","NC","MECKLENBURG"
"28221","CHARLOTTE, NC","J",613,"J",10982,"J",48231,6,"CHARLOTTE","NC","MECKLENBURG"
"28222","CHARLOTTE, NC","J",19,"H",146,"H",656,6,"CHARLOTTE","NC","MECKLENBURG"
"28223","CHARLOTTE, NC","J",747,"H",6322,"H",22133,44,"CHARLOTTE","NC","MECKLENBURG"
"28224","CHARLOTTE, NC","H",134,"H",2752,"H",15057,8,"CHARLOTTE","NC","MECKLENBURG"
"28226","CHARLOTTE, NC","G",14405,"G",235225,"G",885216,1324,"CHARLOTTE","NC","MECKLENBURG"
"28227","CHARLOTTE, NC","G",14480,"G",183372,"G",760880,1295,"CHARLOTTE","NC","MECKLENBURG"
"28230","CHARLOTTE, NC","J",45,"J",930,"J",4002,5,"CHARLOTTE","NC","MECKLENBURG"
"28231","CHARLOTTE, NC","G",33,"J",1288,"J",2951,8,"CHARLOTTE","NC","MECKLENBURG"
"28232","CHARLOTTE, NC","J",25,"J",1313,"J",4154,3,"CHARLOTTE","NC","MECKLENBURG"
"28233","CHARLOTTE, NC","J",230,"H",2337,"H",9197,8,"CHARLOTTE","NC","MECKLENBURG"
"28235","CHARLOTTE, NC","J",9,"J",73,"J",271,3,"CHARLOTTE","NC","MECKLENBURG"
"28236","CHARLOTTE, NC","J",21,"H",327,"H",1484,5,"CHARLOTTE","NC","MECKLENBURG"
"28237","CHARLOTTE, NC","H",42,"J",392,"J",1562,4,"CHARLOTTE","NC","MECKLENBURG"
"28241","CHARLOTTE, NC","G",339,"G",5703,"G",19995,17,"CHARLOTTE","NC","MECKLENBURG"
"28244","CHARLOTTE, NC","G",1782,"H",96114,"H",276919,46,"CHARLOTTE","NC","MECKLENBURG"
"28246","CHARLOTTE, NC","G",773,"G",23240,"G",102392,38,"CHARLOTTE","NC","MECKLENBURG"
"28247","CHARLOTTE, NC","J",42,"J",765,"H",3636,15,"CHARLOTTE","NC","MECKLENBURG"
"28253","CHARLOTTE, NC","J",954,"J",5735,"J",22920,3,"CHARLOTTE","NC","MECKLENBURG"
"28255","CHARLOTTE, NC","J",14756,"J",848379,"J",2179075,56,"CHARLOTTE","NC","MECKLENBURG"
"28256","CHARLOTTE, NC","J",1255,"J",24928,"J",103354,5,"CHARLOTTE","NC","MECKLENBURG"
"28260","CHARLOTTE, NC","G",57,"H",1357,"H",5264,6,"CHARLOTTE","NC","MECKLENBURG"
"28262","CHARLOTTE, NC","H",46056,"H",1178050,"H",3613269,1379,"CHARLOTTE","NC","MECKLENBURG"
"28265","CHARLOTTE, NC","J",26,"J",419,"J",1720,4,"CHARLOTTE","NC","MECKLENBURG"
"28266","CHARLOTTE, NC","G",400,"H",3648,"H",16378,16,"CHARLOTTE","NC","MECKLENBURG"
"28269","CHARLOTTE, NC","G",28545,"G",437691,"G",1666530,1581,"CHARLOTTE","NC","MECKLENBURG"
"28270","CHARLOTTE, NC","G",6041,"G",64907,"G",261496,756,"CHARLOTTE","NC","MECKLENBURG"
"28271","CHARLOTTE, NC","J",218,"J",2647,"J",11831,8,"CHARLOTTE","NC","MECKLENBURG"
"28272","CHARLOTTE, NC","H",63,"G",645,"G",2769,3,"CHARLOTTE","NC","MECKLENBURG"
"28273","CHARLOTTE, NC","G",69222,"G",1303212,"G",5046379,1894,"CHARLOTTE","NC","MECKLENBURG"
"28274","CHARLOTTE, NC","J",1013,"J",9253,"J",36457,10,"CHARLOTTE","NC","MECKLENBURG"
"28277","CHARLOTTE, NC","G",47594,"G",1158673,"G",3783775,2863,"CHARLOTTE","NC","MECKLENBURG"
"28278","CHARLOTTE, NC","G",5683,"G",65628,"G",275669,588,"CHARLOTTE","NC","MECKLENBURG"
"28280","CHARLOTTE, NC","H",1220,"G",47211,"H",173903,58,"CHARLOTTE","NC","MECKLENBURG"
"28281","CHARLOTTE, NC","J",812,"J",26474,"J",93821,19,"CHARLOTTE","NC","MECKLENBURG"
